customerID,churn_probability,tenure_risk,contract_risk,health_score,health_category,monthly_charges,annual_revenue_at_risk,recommended_action
3254-YRILK,0.6807049212736264,0.7361111111111112,1.0,23.9,🔴 Critical,88.2,720.46,Immediate outreach — schedule call within 24 hours
6416-YJTTB,0.43140100116548996,0.8472222222222222,1.0,33.0,🔴 Critical,79.5,411.56,Immediate outreach — schedule call within 24 hours
2667-WYLWJ,0.10029692138662015,0.8888888888888888,0.5,58.3,🟡 At Risk,19.75,23.77,Proactive check-in — contact within 1 week
4472-VESGY,0.17317547490613464,0.2777777777777778,1.0,63.0,🟡 At Risk,98.15,203.97,Proactive check-in — contact within 1 week
3195-TQDZX,0.27866664713670625,0.9583333333333334,1.0,37.3,🔴 Critical,20.25,67.72,Immediate outreach — schedule call within 24 hours
3128-YOVTD,0.13669094433597614,0.29166666666666663,1.0,64.4,🟡 At Risk,79.15,129.83,Proactive check-in — contact within 1 week
0529-ONKER,0.6051509068560771,0.7916666666666666,1.0,26.0,🔴 Critical,75.65,549.36,Immediate outreach — schedule call within 24 hours
1728-CXQBE,0.3625710004433898,0.11111111111111116,1.0,58.5,🟡 At Risk,94.25,410.07,Proactive check-in — contact within 1 week
7041-TXQJH,0.3041167973498218,0.48611111111111116,1.0,50.2,🟡 At Risk,40.2,146.71,Proactive check-in — contact within 1 week
5014-GSOUQ,0.034189003811323344,0.8194444444444444,0.0,73.7,🟢 Healthy,19.95,8.18,Quarterly review — focus on expansion opportunities
5724-BIDBU,0.08345965704677474,0.3194444444444444,0.5,76.2,🟢 Healthy,55.35,55.43,Quarterly review — focus on expansion opportunities
0481-SUMCB,0.34247385666046515,0.375,0.5,61.6,🟡 At Risk,102.15,419.8,Proactive check-in — contact within 1 week
1769-GRUIK,0.5511453663033262,0.75,1.0,29.9,🔴 Critical,71.1,470.24,Immediate outreach — schedule call within 24 hours
5240-IJOQT,0.7740493148347076,0.9861111111111112,1.0,11.7,🔴 Critical,74.7,693.86,Immediate outreach — schedule call within 24 hours
8819-WFGGJ,0.03613000368815101,0.05555555555555558,0.0,96.5,🟢 Healthy,54.1,23.46,Quarterly review — focus on expansion opportunities
7427-AUFPY,0.00835590724600011,0.25,0.0,92.1,🟢 Healthy,19.65,1.97,Quarterly review — focus on expansion opportunities
2811-POVEX,0.5006859843239808,0.6805555555555556,1.0,34.5,🔴 Critical,88.45,531.43,Immediate outreach — schedule call within 24 hours
1092-GANHU,0.5586018112794017,0.7638888888888888,1.0,29.2,🔴 Critical,76.65,513.8,Immediate outreach — schedule call within 24 hours
7898-PDWQE,0.008541215153381614,0.01388888888888884,0.0,99.2,🟢 Healthy,80.4,8.24,Quarterly review — focus on expansion opportunities
9972-EWRJS,0.007428770556838846,0.06944444444444442,0.0,97.5,🟢 Healthy,19.25,1.72,Quarterly review — focus on expansion opportunities
9314-IJWSQ,0.680060328855937,0.8055555555555556,1.0,21.8,🔴 Critical,84.8,692.03,Immediate outreach — schedule call within 24 hours
0661-XEYAN,0.5643876378454685,0.9861111111111112,1.0,22.2,🔴 Critical,25.8,174.73,Immediate outreach — schedule call within 24 hours
5799-JRCZO,0.005267161476384674,0.125,0.0,96.0,🟢 Healthy,19.5,1.23,Quarterly review — focus on expansion opportunities
1921-KYSAY,0.15026132779210027,0.4305555555555556,0.5,69.6,🟡 At Risk,68.6,123.7,Proactive check-in — contact within 1 week
6198-RTPMF,0.7044306063925297,0.7638888888888888,1.0,21.9,🔴 Critical,92.6,782.76,Immediate outreach — schedule call within 24 hours
2924-KHUVI,0.2340368889486094,0.2222222222222222,0.5,71.6,🟢 Healthy,100.55,282.39,Quarterly review — focus on expansion opportunities
1925-GMVBW,0.14570236137712234,0.9305555555555556,1.0,44.8,🟡 At Risk,20.55,35.93,Proactive check-in — contact within 1 week
7881-EVUAD,0.5535618297557906,0.9722222222222222,1.0,23.2,🔴 Critical,42.6,282.98,Immediate outreach — schedule call within 24 hours
6184-DYUOB,0.2308374171566536,0.9583333333333334,1.0,39.7,🔴 Critical,19.6,54.29,Immediate outreach — schedule call within 24 hours
9207-ZPANB,0.05704407034775645,0.48611111111111116,0.5,72.6,🟢 Healthy,67.45,46.17,Quarterly review — focus on expansion opportunities
5766-XQXMQ,0.17779878260476187,0.5972222222222222,1.0,53.2,🟡 At Risk,68.85,146.9,Proactive check-in — contact within 1 week
9327-QSDED,0.27871472530153485,0.8888888888888888,1.0,39.4,🔴 Critical,43.55,145.66,Immediate outreach — schedule call within 24 hours
1656-DRSMG,0.21923860300990555,0.125,1.0,65.3,🟡 At Risk,109.85,289.0,Proactive check-in — contact within 1 week
3012-VFFMN,0.13529182767434125,0.9027777777777778,1.0,46.2,🟡 At Risk,20.65,33.53,Proactive check-in — contact within 1 week
2984-AFWNC,0.6907726460320963,0.9583333333333334,1.0,16.7,🔴 Critical,95.4,790.8,Immediate outreach — schedule call within 24 hours
0640-YJTPY,0.004419289063298218,0.0,0.0,99.8,🟢 Healthy,21.0,1.11,Quarterly review — focus on expansion opportunities
8096-LOIST,0.40956610262088716,0.7361111111111112,1.0,37.4,🔴 Critical,56.2,276.21,Immediate outreach — schedule call within 24 hours
9764-REAFF,0.008332823522771223,0.18055555555555558,0.0,94.2,🟢 Healthy,18.4,1.84,Quarterly review — focus on expansion opportunities
3703-VAVCL,0.4741774729243835,0.9722222222222222,1.0,27.1,🔴 Critical,90.0,512.11,Immediate outreach — schedule call within 24 hours
7107-UBYKY,0.1372080114889798,0.5138888888888888,1.0,57.7,🟡 At Risk,25.75,42.4,Proactive check-in — contact within 1 week
4881-GQJTW,0.1142224581828124,0.8055555555555556,1.0,50.1,🟡 At Risk,19.6,26.87,Proactive check-in — contact within 1 week
8519-QJGJD,0.5055372309771807,0.8055555555555556,1.0,30.6,🔴 Critical,75.35,457.11,Immediate outreach — schedule call within 24 hours
7876-DNYAP,0.004552151380715712,0.04166666666666663,0.0,98.5,🟢 Healthy,19.8,1.08,Quarterly review — focus on expansion opportunities
7905-NJMXS,0.2713419725524993,0.9027777777777778,1.0,39.3,🔴 Critical,64.2,209.04,Immediate outreach — schedule call within 24 hours
2882-WDTBA,0.007846254510043593,0.04166666666666663,0.0,98.4,🟢 Healthy,75.75,7.13,Quarterly review — focus on expansion opportunities
2091-GPPIQ,0.027863987091964255,0.0,0.0,98.6,🟢 Healthy,78.95,26.4,Quarterly review — focus on expansion opportunities
6326-MTTXK,0.7146915456353559,0.8888888888888888,1.0,17.6,🔴 Critical,100.85,864.92,Immediate outreach — schedule call within 24 hours
5071-FBJFS,0.2571204215945558,0.9444444444444444,1.0,38.8,🔴 Critical,50.3,155.2,Immediate outreach — schedule call within 24 hours
2796-UUZZO,0.12764129598338503,0.125,1.0,69.9,🟡 At Risk,80.3,123.0,Proactive check-in — contact within 1 week
2429-AYKKO,0.005060463306651459,0.0,0.0,99.7,🟢 Healthy,19.85,1.21,Quarterly review — focus on expansion opportunities
9798-OPFEM,0.022102357278192035,0.36111111111111116,0.0,88.1,🟢 Healthy,21.1,5.6,Quarterly review — focus on expansion opportunities
0330-IVZHA,0.5917020419330277,0.9305555555555556,1.0,22.5,🔴 Critical,69.95,496.67,Immediate outreach — schedule call within 24 hours
3794-NFNCH,0.21400425704334275,0.5833333333333333,1.0,51.8,🟡 At Risk,50.0,128.4,Proactive check-in — contact within 1 week
5193-QLVZB,0.09332469826759858,0.125,0.0,91.6,🟢 Healthy,104.75,117.31,Quarterly review — focus on expansion opportunities
7114-AEOZE,0.007474686932532975,0.16666666666666663,0.0,94.6,🟢 Healthy,19.85,1.78,Quarterly review — focus on expansion opportunities
2886-KEFUM,0.23753932024619806,0.125,0.5,74.4,🟢 Healthy,107.5,306.43,Quarterly review — focus on expansion opportunities
5522-NYKPB,0.36206656068078696,0.6527777777777778,1.0,42.3,🟡 At Risk,85.9,373.22,Proactive check-in — contact within 1 week
4237-RLAQD,0.39508871659007816,0.9861111111111112,1.0,30.7,🔴 Critical,45.85,217.38,Immediate outreach — schedule call within 24 hours
9957-YODKZ,0.7523178831907799,0.9166666666666666,1.0,14.9,🔴 Critical,80.8,729.45,Immediate outreach — schedule call within 24 hours
6518-KZXCB,0.033731238891795544,0.6944444444444444,0.0,77.5,🟢 Healthy,25.25,10.22,Quarterly review — focus on expansion opportunities
2245-ADZFJ,0.052324908756263035,0.5694444444444444,0.0,80.3,🟢 Healthy,80.55,50.58,Quarterly review — focus on expansion opportunities
7776-QGYJC,0.22171809632836056,0.45833333333333337,1.0,55.2,🟡 At Risk,81.5,216.84,Proactive check-in — contact within 1 week
9313-QOLTZ,0.08611325473330894,0.6388888888888888,1.0,56.5,🟡 At Risk,20.9,21.6,Proactive check-in — contact within 1 week
9651-GTSAQ,0.13660832814902593,0.26388888888888884,0.5,75.3,🟢 Healthy,106.1,173.93,Quarterly review — focus on expansion opportunities
3186-BAXNB,0.5460279122630133,0.9861111111111112,1.0,23.1,🔴 Critical,91.7,600.85,Immediate outreach — schedule call within 24 hours
4672-FOTSD,0.25264645615475306,0.8333333333333334,1.0,42.4,🟡 At Risk,67.25,203.89,Proactive check-in — contact within 1 week
0637-YLETY,0.5869671760203591,0.7777777777777778,1.0,27.3,🔴 Critical,95.6,673.37,Immediate outreach — schedule call within 24 hours
9818-XQCUV,0.1724293008019456,0.9722222222222222,1.0,42.2,🟡 At Risk,20.35,42.11,Proactive check-in — contact within 1 week
7338-ERIVA,0.05668644338467518,0.45833333333333337,0.5,73.4,🟢 Healthy,45.05,30.64,Quarterly review — focus on expansion opportunities
1157-BQCUW,0.7435088588580255,0.9861111111111112,1.0,13.2,🔴 Critical,74.95,668.71,Immediate outreach — schedule call within 24 hours
8259-NFJTV,0.21896599403246536,0.9027777777777778,1.0,42.0,🟡 At Risk,34.65,91.05,Proactive check-in — contact within 1 week
3223-DWFIO,0.6275888088534555,0.9444444444444444,1.0,20.3,🔴 Critical,69.35,522.28,Immediate outreach — schedule call within 24 hours
2660-EMUBI,0.8168594359004065,0.8611111111111112,1.0,13.3,🔴 Critical,95.35,934.65,Immediate outreach — schedule call within 24 hours
6968-GMKPR,0.24129113757174758,0.23611111111111116,1.0,60.9,🟡 At Risk,81.55,236.13,Proactive check-in — contact within 1 week
4751-ERMAN,0.020718655330448407,0.0,0.0,99.0,🟢 Healthy,75.4,18.75,Quarterly review — focus on expansion opportunities
1436-ZMJAN,0.4642582788743893,0.8611111111111112,1.0,31.0,🔴 Critical,67.8,377.72,Immediate outreach — schedule call within 24 hours
3292-PBZEJ,0.7282243089473771,0.8472222222222222,1.0,18.2,🔴 Critical,111.4,973.49,Immediate outreach — schedule call within 24 hours
0799-DDIHE,0.26427097705716673,0.7916666666666666,1.0,43.0,🟡 At Risk,46.3,146.83,Proactive check-in — contact within 1 week
3070-FNFZQ,0.021767293634289028,0.6805555555555556,0.0,78.5,🟢 Healthy,20.4,5.33,Quarterly review — focus on expansion opportunities
2812-SFXMJ,0.15398462251166006,0.9861111111111112,1.0,42.7,🟡 At Risk,20.05,37.05,Proactive check-in — contact within 1 week
7675-OZCZG,0.4182912696016076,0.9583333333333334,1.0,30.3,🔴 Critical,45.0,225.88,Immediate outreach — schedule call within 24 hours
5014-WUQMG,0.15160431745407935,0.3472222222222222,0.5,72.0,🟢 Healthy,96.1,174.83,Quarterly review — focus on expansion opportunities
5312-TSZVC,0.05693102411111103,0.7916666666666666,0.5,63.4,🟡 At Risk,19.65,13.42,Proactive check-in — contact within 1 week
2003-CKLOR,0.2249868904834072,0.08333333333333337,1.0,66.3,🟡 At Risk,99.5,268.63,Proactive check-in — contact within 1 week
0993-OSGPT,0.02871310084724141,0.05555555555555558,0.5,86.9,🟢 Healthy,60.65,20.9,Quarterly review — focus on expansion opportunities
9254-RBFON,0.2877659794001009,0.7638888888888888,0.5,52.7,🟡 At Risk,98.6,340.48,Proactive check-in — contact within 1 week
1205-WNWPJ,0.3324385638538982,0.9027777777777778,1.0,36.3,🔴 Critical,59.5,237.36,Immediate outreach — schedule call within 24 hours
9391-EOYLI,0.7244376719114545,0.8333333333333334,1.0,18.8,🔴 Critical,80.45,699.37,Immediate outreach — schedule call within 24 hours
7108-DGVUU,0.20059133015651726,0.7083333333333333,0.5,58.7,🟡 At Risk,71.7,172.59,Proactive check-in — contact within 1 week
2782-JEEBU,0.2634707865693849,0.7083333333333333,1.0,45.6,🟡 At Risk,36.0,113.82,Proactive check-in — contact within 1 week
5127-BZENZ,0.038233400107417034,0.2222222222222222,0.5,81.4,🟢 Healthy,65.2,29.91,Quarterly review — focus on expansion opportunities
2720-FVBQP,0.3793938405531906,0.9166666666666666,1.0,33.5,🔴 Critical,48.95,222.86,Immediate outreach — schedule call within 24 hours
9906-NHHVC,0.05760223198694003,0.09722222222222221,0.0,94.2,🟢 Healthy,53.5,36.98,Quarterly review — focus on expansion opportunities
4522-XRWWI,0.06447396463114019,0.41666666666666663,0.5,74.3,🟢 Healthy,80.45,62.24,Quarterly review — focus on expansion opportunities
3766-EJLFL,0.04132437928660091,0.05555555555555558,0.0,96.3,🟢 Healthy,109.05,54.08,Quarterly review — focus on expansion opportunities
5939-SXWHM,0.01271792496177274,0.33333333333333337,0.0,89.4,🟢 Healthy,26.3,4.01,Quarterly review — focus on expansion opportunities
8152-UOBNY,0.2780524382632292,0.3055555555555556,0.5,66.9,🟡 At Risk,106.8,356.35,Proactive check-in — contact within 1 week
7351-KYHQH,0.4922442149954575,0.9027777777777778,1.0,28.3,🔴 Critical,64.95,383.66,Immediate outreach — schedule call within 24 hours
7643-RCHXS,0.00842182903085421,0.125,0.0,95.8,🟢 Healthy,19.35,1.96,Quarterly review — focus on expansion opportunities
8246-SHFGA,0.10249946309297571,0.7638888888888888,1.0,52.0,🟡 At Risk,21.1,25.95,Proactive check-in — contact within 1 week
8387-MOJJT,0.30280525932920477,0.41666666666666663,1.0,52.4,🟡 At Risk,77.95,283.24,Proactive check-in — contact within 1 week
0620-XEFWH,0.1507338760296237,0.9444444444444444,1.0,44.1,🟡 At Risk,18.85,34.1,Proactive check-in — contact within 1 week
6485-QXWWE,0.007694774616413722,0.13888888888888884,0.0,95.4,🟢 Healthy,26.0,2.4,Quarterly review — focus on expansion opportunities
2761-OCIAX,0.6843358976931372,0.9722222222222222,1.0,16.6,🔴 Critical,74.7,613.44,Immediate outreach — schedule call within 24 hours
7321-VGNKU,0.688814200398303,0.9722222222222222,1.0,16.4,🔴 Critical,70.35,581.5,Immediate outreach — schedule call within 24 hours
5327-CNLUQ,0.08058665472786143,0.33333333333333337,0.0,86.0,🟢 Healthy,96.9,93.71,Quarterly review — focus on expansion opportunities
7552-KEYGT,0.022968163502033834,0.625,0.0,80.1,🟢 Healthy,19.55,5.39,Quarterly review — focus on expansion opportunities
5816-JMLGY,0.01602908480287819,0.02777777777777779,0.0,98.4,🟢 Healthy,80.4,15.46,Quarterly review — focus on expansion opportunities
3068-OMWZA,0.8149076458644734,0.9861111111111112,1.0,9.7,🔴 Critical,88.8,868.37,Immediate outreach — schedule call within 24 hours
2927-QRRQV,0.2883577790247994,0.36111111111111116,0.5,64.7,🟡 At Risk,94.65,327.52,Proactive check-in — contact within 1 week
6032-KRXXO,0.5973378984556389,0.5833333333333333,1.0,32.6,🔴 Critical,90.25,646.92,Immediate outreach — schedule call within 24 hours
7459-RRWQZ,0.3391581242862775,0.7916666666666666,1.0,39.3,🔴 Critical,64.65,263.12,Immediate outreach — schedule call within 24 hours
6265-SXWBU,0.06960008691963225,0.04166666666666663,0.5,85.3,🟢 Healthy,95.75,79.97,Quarterly review — focus on expansion opportunities
7941-RCJOW,0.00813866012733585,0.09722222222222221,0.0,96.7,🟢 Healthy,19.55,1.91,Quarterly review — focus on expansion opportunities
6374-NTQLP,0.029751795495547333,0.0,0.0,98.5,🟢 Healthy,104.1,37.17,Quarterly review — focus on expansion opportunities
4154-AQUGT,0.5399622789034658,0.8194444444444444,1.0,28.4,🔴 Critical,89.05,577.0,Immediate outreach — schedule call within 24 hours
2387-KDZQY,0.08506079049404092,0.7638888888888888,0.5,62.8,🟡 At Risk,20.1,20.52,Proactive check-in — contact within 1 week
3584-WKTTW,0.20449215060805237,0.29166666666666663,0.5,71.0,🟢 Healthy,111.55,273.73,Quarterly review — focus on expansion opportunities
3399-BMLVW,0.007370897045727411,0.29166666666666663,0.0,90.9,🟢 Healthy,60.5,5.35,Quarterly review — focus on expansion opportunities
1971-DTCZB,0.015581612227212315,0.0,0.0,99.2,🟢 Healthy,90.95,17.01,Quarterly review — focus on expansion opportunities
3092-IGHWF,0.08563937737324974,0.06944444444444442,0.5,83.6,🟢 Healthy,87.4,89.82,Quarterly review — focus on expansion opportunities
3374-PZLXD,0.06881386969067885,0.5277777777777778,1.0,60.7,🟡 At Risk,19.7,16.27,Proactive check-in — contact within 1 week
3813-DHBBB,0.01828220197921377,0.06944444444444442,0.0,97.0,🟢 Healthy,50.95,11.18,Quarterly review — focus on expansion opportunities
2812-REYAT,0.03295767423671729,0.3194444444444444,0.5,78.8,🟢 Healthy,20.05,7.93,Quarterly review — focus on expansion opportunities
6518-PPLMZ,0.011804416405290572,0.26388888888888884,0.0,91.5,🟢 Healthy,19.4,2.75,Quarterly review — focus on expansion opportunities
4939-KYYPY,0.2133098229603984,0.625,1.0,50.6,🟡 At Risk,59.45,152.18,Proactive check-in — contact within 1 week
8017-LXHFA,0.6580230741495963,0.6805555555555556,1.0,26.7,🔴 Critical,94.75,748.17,Immediate outreach — schedule call within 24 hours
5930-GBIWP,0.011790665911909613,0.04166666666666663,0.0,98.2,🟢 Healthy,81.5,11.53,Quarterly review — focus on expansion opportunities
6022-KOUQO,0.3321760686531184,0.9722222222222222,1.0,34.2,🔴 Critical,29.05,115.8,Immediate outreach — schedule call within 24 hours
6352-TWCAU,0.5398621156424321,0.5138888888888888,1.0,37.6,🔴 Critical,86.45,560.05,Immediate outreach — schedule call within 24 hours
2361-UPSND,0.033415212707079124,0.36111111111111116,0.5,77.5,🟢 Healthy,70.6,28.31,Quarterly review — focus on expansion opportunities
6035-RIIOM,0.1250202417294968,0.25,0.0,86.2,🟢 Healthy,97.2,145.82,Quarterly review — focus on expansion opportunities
2929-QNSRW,0.29375100324115627,0.2222222222222222,0.5,68.6,🟡 At Risk,98.25,346.33,Proactive check-in — contact within 1 week
1262-OPMFY,0.5588707741798318,0.875,1.0,25.8,🔴 Critical,75.75,508.01,Immediate outreach — schedule call within 24 hours
9504-DSHWM,0.139485357616658,0.7222222222222222,1.0,51.4,🟡 At Risk,59.2,99.09,Proactive check-in — contact within 1 week
5035-BVCXS,0.4951739796529321,0.8472222222222222,1.0,29.8,🔴 Critical,75.9,451.0,Immediate outreach — schedule call within 24 hours
6267-DCFFZ,0.6041463780924886,0.5833333333333333,1.0,32.3,🔴 Critical,90.05,652.84,Immediate outreach — schedule call within 24 hours
3533-UVMOM,0.0106032401913513,0.05555555555555558,0.0,97.8,🟢 Healthy,70.95,9.03,Quarterly review — focus on expansion opportunities
2439-LYPMQ,0.6324421056245738,0.4722222222222222,1.0,34.2,🔴 Critical,102.6,778.66,Immediate outreach — schedule call within 24 hours
4248-QPAVC,0.5042323415001896,0.7638888888888888,1.0,31.9,🔴 Critical,85.35,516.43,Immediate outreach — schedule call within 24 hours
1899-VXWXM,0.24526627454159347,0.33333333333333337,0.5,67.7,🟡 At Risk,106.1,312.27,Proactive check-in — contact within 1 week
1478-VPOAD,0.3991829068523083,0.9861111111111112,1.0,30.5,🔴 Critical,43.8,209.81,Immediate outreach — schedule call within 24 hours
9995-HOTOH,0.031253906510636864,0.125,0.0,94.7,🟢 Healthy,59.0,22.13,Quarterly review — focus on expansion opportunities
2988-PLAHS,0.4407754425634852,0.9583333333333334,0.5,39.2,🔴 Critical,69.95,369.99,Immediate outreach — schedule call within 24 hours
1371-OJCEK,0.031179476679089994,0.33333333333333337,0.5,78.4,🟢 Healthy,24.35,9.11,Quarterly review — focus on expansion opportunities
4999-IEZLT,0.03172010835548181,0.08333333333333337,0.5,85.9,🟢 Healthy,29.45,11.21,Quarterly review — focus on expansion opportunities
8883-ANODQ,0.0389616868772943,0.05555555555555558,0.0,96.4,🟢 Healthy,84.4,39.46,Quarterly review — focus on expansion opportunities
4690-LLKUA,0.38774309443552935,0.7638888888888888,1.0,37.7,🔴 Critical,45.05,209.61,Immediate outreach — schedule call within 24 hours
2351-RRBUE,0.07537725889808401,0.9027777777777778,0.5,59.1,🟡 At Risk,20.65,18.68,Proactive check-in — contact within 1 week
5980-BDHPY,0.016526621726761483,0.0,0.0,99.2,🟢 Healthy,87.1,17.27,Quarterly review — focus on expansion opportunities
1498-DQNRX,0.08397329238373574,0.5972222222222222,1.0,57.9,🟡 At Risk,19.85,20.0,Proactive check-in — contact within 1 week
9469-WEJBT,0.4173899953868607,0.48611111111111116,1.0,44.5,🟡 At Risk,90.35,452.53,Proactive check-in — contact within 1 week
3331-HQDTW,0.42373971962249124,0.5277777777777778,1.0,43.0,🟡 At Risk,109.8,558.32,Proactive check-in — contact within 1 week
9490-DFPMD,0.5304515691059744,0.41666666666666663,1.0,41.0,🟡 At Risk,84.65,538.83,Proactive check-in — contact within 1 week
2581-VKIRT,0.01775175065779465,0.18055555555555558,0.5,83.7,🟢 Healthy,65.5,13.95,Quarterly review — focus on expansion opportunities
5442-XSDCW,0.5604271365074494,0.8472222222222222,1.0,26.6,🔴 Critical,79.5,534.65,Immediate outreach — schedule call within 24 hours
7426-WEIJX,0.2229510717453956,0.16666666666666663,1.0,63.9,🟡 At Risk,80.95,216.57,Proactive check-in — contact within 1 week
2851-MMUTZ,0.14834749669058583,0.625,1.0,53.8,🟡 At Risk,56.15,99.96,Proactive check-in — contact within 1 week
3049-NDXFL,0.6769927074535677,0.9861111111111112,1.0,16.6,🔴 Critical,85.8,697.03,Immediate outreach — schedule call within 24 hours
8580-AECUZ,0.7661048836063964,0.9861111111111112,1.0,12.1,🔴 Critical,79.1,727.19,Immediate outreach — schedule call within 24 hours
3307-TLCUD,0.2517138401568338,0.7638888888888888,1.0,44.5,🟡 At Risk,34.4,103.91,Proactive check-in — contact within 1 week
6625-FLENO,0.008400315297446767,0.19444444444444442,0.0,93.7,🟢 Healthy,20.75,2.09,Quarterly review — focus on expansion opportunities
2967-MXRAV,0.0926349468785575,0.9861111111111112,0.5,55.8,🟡 At Risk,18.8,20.9,Proactive check-in — contact within 1 week
7963-GQRMY,0.2855260893342847,0.9583333333333334,1.0,37.0,🔴 Critical,44.3,151.79,Immediate outreach — schedule call within 24 hours
8189-HBVRW,0.17835066069490288,0.26388888888888884,1.0,63.2,🟡 At Risk,90.8,194.33,Proactive check-in — contact within 1 week
4163-KIUHY,0.1521166611956605,0.5138888888888888,1.0,57.0,🟡 At Risk,25.6,46.73,Proactive check-in — contact within 1 week
1228-FZFRV,0.22135785902772345,0.3055555555555556,1.0,59.8,🟡 At Risk,105.95,281.43,Proactive check-in — contact within 1 week
3500-NSDOA,0.011791489895041547,0.05555555555555558,0.0,97.7,🟢 Healthy,70.8,10.02,Quarterly review — focus on expansion opportunities
1171-TYKUR,0.08433527928358824,0.3472222222222222,1.0,65.4,🟡 At Risk,25.4,25.71,Proactive check-in — contact within 1 week
3761-FLYZI,0.3174249827219912,0.09722222222222221,1.0,61.2,🟡 At Risk,108.8,414.43,Proactive check-in — contact within 1 week
2058-DCJBE,0.6573448743093853,0.9305555555555556,1.0,19.2,🔴 Critical,69.75,550.2,Immediate outreach — schedule call within 24 hours
5364-XYIRR,0.5140529271631487,0.29166666666666663,1.0,45.5,🟡 At Risk,94.65,583.86,Proactive check-in — contact within 1 week
4829-AUOAX,0.37359520760844,0.36111111111111116,1.0,50.5,🟡 At Risk,96.05,430.61,Proactive check-in — contact within 1 week
1219-NNDDO,0.6841893730705108,0.875,1.0,19.5,🔴 Critical,76.85,630.96,Immediate outreach — schedule call within 24 hours
8388-DMKAE,0.039841547835182345,0.8888888888888888,0.0,71.3,🟢 Healthy,20.25,9.68,Quarterly review — focus on expansion opportunities
4403-BWPAY,0.11040608396373539,0.8055555555555556,0.5,60.3,🟡 At Risk,24.8,32.86,Proactive check-in — contact within 1 week
9659-QEQSY,0.3339543455008412,0.375,1.0,52.1,🟡 At Risk,115.65,463.46,Proactive check-in — contact within 1 week
5405-ZMYXQ,0.6046531023173214,0.8888888888888888,1.0,23.1,🔴 Critical,74.6,541.29,Immediate outreach — schedule call within 24 hours
5047-LHVLY,0.39688480994904896,0.9861111111111112,1.0,30.6,🔴 Critical,50.15,238.85,Immediate outreach — schedule call within 24 hours
1442-OKRJE,0.08350517797934043,0.08333333333333337,0.5,83.3,🟢 Healthy,103.15,103.36,Quarterly review — focus on expansion opportunities
4737-AQCPU,0.004852291558726083,0.0,0.0,99.8,🟢 Healthy,72.1,4.2,Quarterly review — focus on expansion opportunities
9158-VCTQB,0.3095509420640182,0.4305555555555556,1.0,51.6,🟡 At Risk,113.6,421.98,Proactive check-in — contact within 1 week
2808-CHTDM,0.029208763118763137,0.6805555555555556,0.0,78.1,🟢 Healthy,25.1,8.8,Quarterly review — focus on expansion opportunities
6311-UEUME,0.5276193495416964,0.5972222222222222,1.0,35.7,🔴 Critical,78.9,499.55,Immediate outreach — schedule call within 24 hours
0793-TWELN,0.6342800920960167,0.9444444444444444,1.0,20.0,🔴 Critical,80.15,610.05,Immediate outreach — schedule call within 24 hours
3283-WCWXT,0.04962919410339982,0.9166666666666666,0.0,70.0,🟡 At Risk,25.4,15.13,Proactive check-in — contact within 1 week
1060-ENTOF,0.07675487154537923,0.06944444444444442,0.5,84.1,🟢 Healthy,105.4,97.08,Quarterly review — focus on expansion opportunities
0999-QXNSA,0.3474956088595019,0.9027777777777778,1.0,35.5,🔴 Critical,45.75,190.78,Immediate outreach — schedule call within 24 hours
5451-MHQOF,0.030056416157070255,0.2222222222222222,0.5,81.8,🟢 Healthy,24.45,8.82,Quarterly review — focus on expansion opportunities
4836-WNFNO,0.006488612181878956,0.0,0.0,99.7,🟢 Healthy,25.0,1.95,Quarterly review — focus on expansion opportunities
9225-BZLNZ,0.029904180265923067,0.0,0.0,98.5,🟢 Healthy,85.25,30.59,Quarterly review — focus on expansion opportunities
0354-VXMJC,0.020234480761618347,0.6805555555555556,0.0,78.6,🟢 Healthy,19.6,4.76,Quarterly review — focus on expansion opportunities
4422-QVIJA,0.14851518033754232,0.5138888888888888,1.0,57.2,🟡 At Risk,50.15,89.38,Proactive check-in — contact within 1 week
9365-SRSZE,0.5341776498100616,0.625,1.0,34.5,🔴 Critical,70.55,452.23,Immediate outreach — schedule call within 24 hours
6839-ITVZJ,0.2289802019622847,0.6388888888888888,1.0,49.4,🟡 At Risk,60.05,165.0,Proactive check-in — contact within 1 week
8332-OSJDW,0.0834019796404647,0.8333333333333334,0.5,60.8,🟡 At Risk,26.4,26.42,Proactive check-in — contact within 1 week
4735-BJKOU,0.014382113235163807,0.4444444444444444,0.0,85.9,🟢 Healthy,20.15,3.48,Quarterly review — focus on expansion opportunities
0274-JKUJR,0.37805601078888773,0.9027777777777778,1.0,34.0,🔴 Critical,58.85,266.98,Immediate outreach — schedule call within 24 hours
5740-YHGTW,0.11022887703071753,0.02777777777777779,1.0,73.7,🟢 Healthy,97.55,129.03,Quarterly review — focus on expansion opportunities
8917-SZTTJ,0.006114912926153676,0.16666666666666663,0.0,94.7,🟢 Healthy,19.65,1.44,Quarterly review — focus on expansion opportunities
1696-MZVAU,0.11840194555225934,0.45833333333333337,0.5,70.3,🟢 Healthy,25.25,35.88,Quarterly review — focus on expansion opportunities
7359-WWYJV,0.02491507603989661,0.0,0.0,98.8,🟢 Healthy,114.45,34.22,Quarterly review — focus on expansion opportunities
